From,Date,Category,,,,,,,,,,,,,,,,,,,,,
admissions@bu.edu,14/12/17,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@bu.edu,15/12/17,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@bu.edu,16/12/17,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@bu.edu,18/12/17,Promotions,,,,,,,,,,,,,,,,,,,,,
globaledge@berkeley.edu,20/12/17,Promotions,,,,,,,,,,,,,,,,,,,,,
applicant@admission.ucla.edu,20/12/17,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@bu.edu,20/12/17,Promotions,,,,,,,,,,,,,,,,,,,,,
study@emarketing.manchester.ac.uk,22/12/17,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@bu.edu,23/12/17,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@northeastern.edu,24/12/17,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@yale-nus.edu.sg,4/1/18,Promotions,,,,,,,,,,,,,,,,,,,,,
admitusc@usc.edu,5/1/18,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@yale-nus.edu.sg,7/1/18,Promotions,,,,,,,,,,,,,,,,,,,,,
economics.pgoffice@warwick.ac.uk,9/1/18,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@yale-nus.edu.sg,11/1/18,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@yale-nus.edu.sg,14/1/18,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@yale-nus.edu.sg,16/1/18,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@yale-nus.edu.sg,19/1/18,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@yale-nus.edu.sg,29/1/18,Promotions,,,,,,,,,,,,,,,,,,,,,
economics.admissions@warwick.ac.uk,2/2/18,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@berkeley.edu,2/2/18,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@yale-nus.edu.sg,2/2/18,Promotions,,,,,,,,,,,,,,,,,,,,,
economics.admissions@warwick.ac.uk,14/2/18,Promotions,,,,,,,,,,,,,,,,,,,,,
seasia@warwick.ac.uk,17/2/18,Promotions,,,,,,,,,,,,,,,,,,,,,
askanambassador@bath.ac.uk,19/2/18,Promotions,,,,,,,,,,,,,,,,,,,,,
seasia@warwick.ac.uk,20/2/18,Promotions,,,,,,,,,,,,,,,,,,,,,
international-relations-office@bath.ac.uk,23/2/18,Promotions,,,,,,,,,,,,,,,,,,,,,
seasia@warwick.ac.uk,24/2/18,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@berkeley.edu,27/2/18,Promotions,,,,,,,,,,,,,,,,,,,,,
yourwarwick@warwick.ac.uk,28/2/18,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@smu.edu.sg,2/3/18,Promotions,,,,,,,,,,,,,,,,,,,,,
opendays@bath.ac.uk,6/3/18,Promotions,,,,,,,,,,,,,,,,,,,,,
international-relations-office@bath.ac.uk,10/3/18,Promotions,,,,,,,,,,,,,,,,,,,,,
opendays@bath.ac.uk,12/3/18,Promotions,,,,,,,,,,,,,,,,,,,,,
economics.admissions@warwick.ac.uk,15/3/18,Promotions,,,,,,,,,,,,,,,,,,,,,
admissions@bath.ac.uk,23/3/18,Promotions,,,,,,,,,,,,,,,,,,,,,
seasia@warwick.ac.uk,5/4/18,Promotions,,,,,,,,,,,,,,,,,,,,,
askastudent@bath.ac.uk,9/4/18,Promotions,,,,,,,,,,,,,,,,,,,,,
seasia@warwick.ac.uk,13/4/18,Promotions,,,,,,,,,,,,,,,,,,,,,
economics.admissions@warwick.ac.uk,17/4/18,Promotions,,,,,,,,,,,,,,,,,,,,,
azsbrown@ucsc.edu,19/4/18,Promotions,,,,,,,,,,,,,,,,,,,,,
azsbrown@ucsc.edu,23/4/18,Promotions,,,,,,,,,,,,,,,,,,,,,
yourwarwick@warwick.ac.uk,25/5/18,Promotions,,,,,,,,,,,,,,,,,,,,,
eventreg@comp.nus.edu.sg,7/8/18,Promotions,,,,,,,,,,,,,,,,,,,,,
enterprise@nus.edu.sg,20/8/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,22/8/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,22/8/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,24/8/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,26/8/18,Promotions,,,,,,,,,,,,,,,,,,,,,
secretary@nuschinesesociety.org,28/8/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,28/8/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,29/8/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,30/8/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,1/9/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,4/9/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,5/9/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,11/9/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,13/9/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,18/9/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,19/9/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,20/9/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,24/9/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,25/9/18,Promotions,,,,,,,,,,,,,,,,,,,,,
jonathan.c@datacamp.com,27/9/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,2/10/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,3/10/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,9/10/18,Promotions,,,,,,,,,,,,,,,,,,,,,
ocbcmarketing@ocbc.com,12/10/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,16/10/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,17/10/18,Promotions,,,,,,,,,,,,,,,,,,,,,
ocbcmarketing@ocbc.com,25/10/18,Promotions,,,,,,,,,,,,,,,,,,,,,
enterprise@nus.edu.sg,30/10/18,Promotions,,,,,,,,,,,,,,,,,,,,,
hello@email.skype.com,30/10/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,30/10/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,31/10/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,13/11/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,14/11/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,20/11/18,Promotions,,,,,,,,,,,,,,,,,,,,,
ocbcmarketing@ocbc.com,22/11/18,Promotions,,,,,,,,,,,,,,,,,,,,,
enterprise@nus.edu.sg,25/11/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,27/11/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,28/11/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,29/11/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,5/12/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,11/12/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,12/12/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,20/12/18,Promotions,,,,,,,,,,,,,,,,,,,,,
ocbcmarketing@ocbc.com,21/12/18,Promotions,,,,,,,,,,,,,,,,,,,,,
enterprise@nus.edu.sg,28/12/18,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,3/1/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,3/1/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,8/1/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,9/1/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,15/1/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,16/1/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,22/1/19,Promotions,,,,,,,,,,,,,,,,,,,,,
enterprise@nus.edu.sg,24/1/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,29/1/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,30/1/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,5/2/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,10/2/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,12/2/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,13/2/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,15/2/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,16/2/19,Promotions,,,,,,,,,,,,,,,,,,,,,
mail@email.adobe.com,16/2/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,20/2/19,Promotions,,,,,,,,,,,,,,,,,,,,,
enterprise@nus.edu.sg,27/2/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,27/2/19,Promotions,,,,,,,,,,,,,,,,,,,,,
ocbcmarketing@ocbc.com,28/2/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,3/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,5/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,7/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
caili@airfrov.com,8/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,10/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,12/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,12/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,12/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,14/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,14/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,15/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,17/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,18/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
mail@email.adobe.com,18/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,19/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,20/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,20/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,21/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,22/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,23/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,25/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,26/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,26/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,26/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,28/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,28/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,29/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,29/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,31/3/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,1/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,1/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,2/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,2/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,3/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,4/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,5/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,7/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
mail@mail.adobe.com,9/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,9/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,10/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,10/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
customer@email.lazada.sg,10/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,11/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,12/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
help@momentumdash.com,12/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,15/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,15/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,16/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
mail@email.adobe.com,17/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
customer@email.lazada.sg,17/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@liveup.sg,17/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,18/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,19/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,21/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,23/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,24/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
marcus.lim@airfrov.com,24/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,25/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,25/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,28/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@liveup.sg,28/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,30/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,30/4/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,1/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,2/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,3/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,4/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,4/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,6/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,6/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,7/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,7/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,8/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,9/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@liveup.sg,9/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,10/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@liveup.sg,11/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,12/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,13/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@liveup.sg,15/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,15/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,15/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,16/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,16/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,16/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,17/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
ocbcmarketing@ocbc.com,17/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@liveup.sg,18/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,19/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,20/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,21/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,21/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,22/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@liveup.sg,22/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,23/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,23/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,25/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,26/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,28/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,29/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
chegg@em.chegg.com,30/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,30/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,31/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,31/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,31/5/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,1/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,1/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,2/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,3/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,4/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,4/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,4/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,4/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,5/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,5/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,5/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,5/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,6/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,6/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,6/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,7/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,7/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,7/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,8/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,8/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,8/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,9/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,9/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,9/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,9/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,10/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,10/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,10/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,10/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,10/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,11/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,11/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,11/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,12/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,12/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,13/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,13/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,14/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,14/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
ocbcmarketing@ocbc.com,14/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,14/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,15/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,16/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,17/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,17/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,18/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,18/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,18/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,18/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,18/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,19/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,19/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,20/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,21/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,21/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,21/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,22/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,22/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,23/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,23/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,24/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,24/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,24/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,25/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,25/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,25/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
ocbcmarketing@ocbc.com,25/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,25/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,25/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,27/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,27/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
demand@mail.adobe.com,27/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,27/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,27/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,28/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,28/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,29/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,30/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,30/6/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,1/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,1/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,2/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,2/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,2/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,3/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,3/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,4/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,4/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
enterprise@nus.edu.sg,5/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,5/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,6/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,6/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,7/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,7/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,7/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,7/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,8/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
learn@codecademy.com,9/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
newsletter@ezbuy.com,9/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
team@datacamp.com,9/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
no-reply@colourpop.com,10/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
noreply@starbucks.com.sg,10/7/19,Promotions,,,,,,,,,,,,,,,,,,,,,
